Source,Target 
4189,73354 
4254,11310 
4254,191859 
4254,95007 
4254,4256 
4254,95004 
4256,4254 
4256,148012 
4256,11310 
4256,101784 
4256,95004 
4264,4266 
4264,140089 
4264,241582 
4264,73915 
4264,154177 
4264,73918 
4264,4268 
4264,4294 
4264,73917 
4264,33801 
4264,243423 
4266,10542 
4266,61675 
4266,140089 
4266,191858 
4266,245251 
4266,163328 
4266,64909 
4266,119175 
4266,191873 
4266,61572 
4266,86648 
4266,192026 
4266,97091 
4266,117939 
4266,185921 
4266,41527 
4266,107509 
4266,97083 
4266,4276 
4267,10542 
4267,165281 
4267,191837 
4267,191958 
4267,16655 
4267,191835 
4267,191839 
4267,191866 
4267,191836 
4267,61571 
4267,191918 
4267,61572 
4267,191901 
4267,191894 
4267,191834 
4267,191909 
4267,191886 
4267,191843 
4267,192100 
4267,83696 
4267,191833 
4267,191938 
4267,191863 
4267,191856 
4267,191885 
4268,4264 
4268,4266 
4268,140094 
4268,73915 
4268,61569 
4268,61568 
4268,172116 
4271,73915 
4271,73918 
4271,4268 
4271,4264 
4271,73917 
4271,33801 
4272,10542 
4272,191842 
4272,191837 
4272,16649 
4272,191858 
4272,16655 
4272,191867 
4272,191865 
4272,191847 
4272,47169 
4272,191918 
4272,187787 
4272,191849 
4272,191892 
4272,191853 
4272,73915 
4272,191988 
4272,73918 
4272,191938 
4272,191863 
4272,4294 
4272,191845 
4272,73917 
4272,33801 
4272,190539 
4272,4282 
4272,4276 
4273,169207 
4273,10542 
4273,71097 
4273,191847 
4273,191918 
4273,191892 
4276,4266 
4276,191842 
4276,191837 
4276,16649 
4276,211843 
4276,191867 
4276,191918 
4276,191853 
4276,73915 
4276,4273 
4276,191988 
4276,191833 
4276,191868 
4276,191845 
4276,191899 
4276,191995 
4276,212147 
4276,41527 
4276,212148 
4276,4282 
4282,10542 
4282,191842 
4282,191837 
4282,16649 
4282,191958 
4282,16655 
4282,191832 
4282,191835 
4282,191865 
4282,191847 
4282,47169 
4282,187787 
4282,191849 
4282,73915 
4282,191942 
4282,192100 
4282,73918 
4282,191938 
4282,73917 
4282,33801 
4282,212148 
4294,4272 
4294,10542 
4294,191842 
4294,191837 
4294,16649 
4294,191858 
4294,16655 
4294,191832 
4294,191839 
4294,191847 
4294,47169 
4294,191918 
4294,191900 
4294,187787 
4294,191849 
4294,191851 
4294,191892 
4294,73915 
4294,192100 
4294,73918 
4294,191868 
4294,191899 
4294,73917 
4703,36497 
4703,121095 
4703,14936 
4703,121103 
4703,95190 
4703,61675 
4703,244647 
4703,239340 
4703,121094 
4703,45544 
4703,45545 
4703,202070 
4703,210170 
4703,179465 
4703,70644 
4703,121105 
4799,249985 
4799,221144 
4799,4266 
4799,4801 
4799,225202 
4799,94073 
4799,234528 
4801,4799 
4801,125834 
4801,18429 
4801,178502 
4801,160003 
4807,191661 
4807,15495 
4807,12701 
4807,93367 
4809,168639 
4809,135391 
4809,41056 
4809,54526 
4809,54539 
4809,164622 
4809,164623 
4809,41053 
4820,237754 
4820,108323 
4820,211631 
4821,32377 
4821,87592 
4827,52809 
4827,86795 
4827,4 
4827,16579 
4827,28170 
4827,28162 
4827,76427 
4827,29690 
4827,124490 
4827,20631 
4827,5364 
4827,28175 
4827,138630 
4827,49111 
4827,130890 
4827,29784 
4827,196475 
4827,5360 
4827,32376 
4827,177975 
4827,29699 
4827,117631 
4827,259044 
4827,117617 
4827,117625 
4827,48670 
4827,5368 
4827,117640 
4827,204345 
5000,251899 
5000,108199 
5000,130894 
5043,128596 
5043,36497 
5043,31088 
5043,8583 
5043,32830 
5043,10623 
5043,124966 
5043,201873 
5043,160623 
5138,142190 
5138,5148 
5138,29036 
5138,29007 
5138,43728 
5139,142190 
5139,216156 
5139,94742 
5139,105562 
5139,5138 
5139,43750 
5148,5138 
5148,156315 
5148,3168 
5148,43761 
5148,241012 
5148,121412 
5148,29036 
5148,5139 
5148,29007 
5148,43728 
5148,235225 
5185,36497 
5185,228840 
5185,177651 
5185,210431 
5185,146150 
5185,160557 
5185,86527 
5185,213184 
5360,76427 
5360,127114 
5360,69214 
5360,109555 
5360,156023 
5361,10542 
5361,191852 
5361,191854 
5361,191832 
5361,191839 
5361,191865 
5361,191864 
5361,191901 
5361,191981 
5361,191909 
5361,212160 
5361,177975 
5361,192100 
5361,87994 
5361,154222 
5361,192069 
5361,253198 
5363,68725 
5363,122331 
5363,159659 
5364,4827 
5364,251890 
5364,122206 
5364,90634 
5364,30604 
5364,191837 
5364,206505 
5364,216548 
5364,167722 
5364,76427 
5364,28175 
5364,5360 
5364,216299 
5364,195085 
5364,48670 
5364,5374 
5364,5369 
5364,27668 
5368,4827 
5368,177332 
5368,48569 
5368,90635 
5368,191958 
5368,191866 
5368,35323 
5368,158701 
5369,251890 
5369,108193 
5369,38301 
5369,5371 
5369,75144 
5369,5374 
5369,5383 
5371,5369 
5371,251890 
5371,122206 
5371,11928 
5371,33282 
5371,124517 
5371,179442 
5371,59217 
5371,35321 
5371,152720 
5371,118315 
5371,93866 
5371,108201 
5371,108222 
5374,5369 
5374,191837 
5374,168421 
5374,5361 
5374,192015 
5374,5360 
5374,16705 
5383,122206 
5383,11928 
5383,122334 
5383,48569 
5383,213026 
5383,155601 
5383,35321 
5383,108222 
5484,68725 
5484,68724 
5484,68726 
5484,33284 
5484,183512 
5484,250431 
5485,68725 
5485,129722 
5485,68726 
5485,216546 
5587,108191 
5587,10377 
5587,229352 
5587,108323 
5587,47169 
5587,146315 
5587,177975 
5587,54210 
5587,68006 
5587,197393 
5587,74363 
5587,91909 
5679,104583 
5679,61363 
5679,24499 
5679,251013 
5679,152910 
5679,24507 
5679,236117 
5680,128596 
5680,55120 
5680,8583 
5680,8584 
5680,95194 
5680,83641 
5680,95168 
5680,70756 
5680,25768 
5680,190971 
5685,95179 
5685,8583 
5685,8584 
5685,95194 
5685,230598 
5685,160558 
5685,12582 
5685,94742 
5685,255302 
5685,247792 
5685,48982 
5685,71505 
5685,6604 
5685,7616 
5685,199565 
5685,7619 
5704,127588 
5704,55120 
5704,79025 
5704,8584 
5704,98864 
5704,249009 
5704,167381 
5704,239340 
5704,3286 
5704,255302 
5704,63786 
5704,130292 
5704,174578 
5704,160633 
5704,6698 
5704,160642 
5704,125890 
5716,55120 
5716,8583 
5716,8584 
5716,95170 
5716,137199 
5716,25019 
5716,161660 
5716,156121 
5716,41660 
5716,73231 
5716,6733 
5726,4189 
5726,36497 
5726,142191 
5726,10377 
5726,101024 
5726,95190 
5726,67422 
5726,167381 
5726,62740 
5726,28083 
5726,75261 
5726,87591 
5726,85807 
5726,187063 
5726,66388 
5726,156818 
5726,223017 
5726,183855 
5726,56188 
5726,191739 
5726,25485 
5726,100969 
5726,135228 
5726,187066 
5726,142966 
5726,173850 
5726,73365 
5726,218454 
5726,126777 
5726,191586 
5726,15010 
5726,183857 
5726,55717 
5784,127588 
5784,55120 
5784,95194 
5852,121095 
5852,95182 
5852,95190 
5852,101759 
5852,167381 
5852,224472 
5852,37654 
5852,66388 
5852,57614 
5852,124636 
5852,22108 
5852,191739 
5852,25297 
5852,43434 
5852,15015 
5852,15010 
5852,25224 
5852,15003 
5857,36497 
5857,95182 
5857,206505 
5857,218640 
5857,216557 
5857,218120 
5857,73173 
5857,216551 
5857,35569 
6133,68725 
6133,169667 
6133,126171 
6133,207535 
6133,97964 
6193,251899 
6193,251890 
6193,76429 
6193,108199 
6193,3521 
6197,251899 
6197,251890 
6197,240879 
6197,172188 
6199,251899 
6199,45406 
6199,193181 
6199,162600 
6214,251899 
6214,76429 
6214,14984 
6214,111898 
6214,56188 
6214,99693 
6214,255379 
6214,97492 
6313,68725 
6313,55120 
6313,168639 
6313,202144 
6313,250647 
6313,118574 
6566,95194 
6566,11131 
6566,41523 
6566,6700 
6567,177701 
6567,104583 
6567,41202 
6567,236388 
6567,218663 
6567,70786 
6567,114859 
6581,4124 
6581,128596 
6581,31088 
6581,95172 
6581,236124 
6581,41523 
6604,55120 
6604,104583 
6604,95179 
6604,41202 
6604,236388 
6604,94742 
6604,7657 
6604,120924 
6604,396 
6604,10693 
6604,172340 
6604,16633 
6643,128596 
6643,53144 
6643,165913 
6643,144619 
6643,149486 
6643,197701 
6643,137883 
6682,177701 
6682,121095 
6682,1153 
6682,236388 
6682,50893 
6682,45543 
6682,102612 
6682,144951 
6682,102553 
6682,42168 
6682,118579 
6682,102552 
6682,66225 
6682,87594 
6682,1165 
6682,1161 
6682,1200 
6682,89044 
6682,259234 
6698,5704 
6698,55120 
6698,46799 
6698,15835 
6698,98864 
6698,249009 
6698,15836 
6698,32831 
6698,32830 
6698,63517 
6698,71505 
6698,63786 
6698,25019 
6698,6604 
6698,160633 
6698,160642 
6700,6566 
6700,127588 
6700,55120 
6700,95194 
6700,61708 
6700,61686 
6700,11131 
6700,41523 
6700,69844 
6733,3168 
6733,36497 
6733,228840 
6733,41202 
6733,98864 
6733,255302 
6733,63517 
6733,208529 
6733,162107 
6733,29601 
7059,7657 
7059,10198 
7059,191900 
7059,191849 
7059,138150 
7059,70647 
7059,186115 
7059,185921 
7059,255309 
7063,1153 
7063,102612 
7063,66238 
7063,235220 
7063,70647 
7063,44227 
7063,213663 
7063,72681 
7063,7067 
7067,7063 
7067,177651 
7067,50893 
7067,29409 
7067,29412 
7067,107078 
7067,72628 
7067,91782 
7067,11318 
7067,234403 
7130,18429 
7130,185535 
7130,4801 
7130,237448 
7130,185534 
7130,15114 
7130,21843 
7130,51145 
7130,27083 
7130,46991 
7509,3792 
7509,7534 
7509,222227 
7534,136965 
7613,251894 
7613,16648 
7616,5685 
7616,177701 
7616,95194 
7616,160558 
7616,236388 
7616,95180 
7616,32830 
7616,218663 
7616,160557 
7616,160572 
7616,69844 
7619,128596 
7619,127588 
7619,55120 
7619,104583 
7619,53144 
7619,20866 
7619,95209 
7619,63516 
7619,218663 
7619,95067 
7619,5043 
7657,3168 
7657,127588 
7657,211630 
7657,61708 
7657,216156 
7657,94742 
7657,216153 
7657,216152 
7657,154695 
7657,397 
7657,118582 
7657,10693 
7657,80939 
8076,69785 
8077,227969 
8077,127588 
8077,95191 
8077,95173 
8077,161444 
8077,171015 
8120,246894 
8120,85517 
8377,177701 
8377,228840 
8377,55120 
8377,246320 
8377,237925 
8384,225260 
8384,183495 
8384,244646 
8384,239317 
8384,146329 
8384,120924 
8384,127946 
8384,183500 
8384,77008 
8384,183502 
8384,72628 
8384,136528 
8384,91909 
8580,10377 
8580,146287 
8580,239353 
8580,210177 
8583,128596 
8583,55120 
8583,8584 
8583,246320 
8583,63516 
8583,196738 
8583,79029 
8583,63514 
8584,2133 
8584,4124 
8584,8583 
8584,128596 
8584,228840 
8584,55120 
8584,31088 
8584,104583 
8584,53144 
8584,79025 
8584,246320 
8584,63516 
8584,101024 
8584,224472 
8584,143260 
8584,161444 
8584,23177 
8584,169154 
8584,116292 
8584,257525 
8584,76144 
8584,63514 
8584,63512 
8584,80926 
8584,218096 
8584,161298 
8622,209644 
8622,16209 
8622,15856 
8622,125345 
8622,104284 
8622,155305 
8985,128596 
8985,228840 
8985,31088 
8985,104583 
8985,79025 
8985,95169 
8985,79027 
8985,127587 
8985,61687 
8985,1400 
8985,257488 
8987,228840 
8987,31088 
8987,8583 
8987,48727 
8987,95169 
8987,193676 
8987,16209 
8987,74501 
9247,57723 
9247,46799 
9247,249009 
9247,168639 
9247,146 
9247,86528 
9247,103819 
9247,247050 
9247,178137 
9247,99582 
9247,149273 
9247,9259 
9247,9262 
9248,57723 
9248,230598 
9248,146 
9248,248562 
9248,91380 
9248,208751 
9248,9269 
9249,230598 
9249,9250 
9249,247050 
9249,228774 
9250,9249 
9250,89975 
9250,57724 
9250,103283 
9250,228774 
9250,168300 
9250,9279 
9250,54539 
9254,141548 
9254,230598 
9254,239929 
9254,103819 
9254,244825 
9254,67528 
9254,9269 
9254,250580 
9255,64260 
9255,230598 
9255,10110 
9255,217463 
9255,109921 
9255,9279 
9255,57586 
9259,41056 
9259,259546 
9259,217466 
9259,103828 
9259,228774 
9259,143352 
9259,190861 
9259,99582 
9259,38553 
9259,57586 
9259,192332 
9262,230598 
9262,103899 
9262,208751 
9262,228774 
9262,84866 
9262,10009 
9262,9269 
9264,230598 
9264,31558 
9264,9266 
9264,250580 
9266,64260 
9266,57723 
9266,230598 
9266,103899 
9266,217463 
9266,93786 
9266,186081 
9266,9283 
9266,9262 
9266,60120 
9266,9269 
9268,46799 
9268,103899 
9268,10109 
9268,217463 
9268,109921 
9268,259546 
9268,95339 
9268,103819 
9268,103828 
9268,208751 
9268,161730 
9268,215581 
9268,103813 
9268,9255 
9268,186368 
9268,243145 
9268,95382 
9268,9279 
9268,103821 
9268,147320 
9268,9275 
9268,260036 
9269,9248 
9269,9266 
9269,57723 
9269,230598 
9269,3232 
9269,10109 
9269,9249 
9269,9247 
9269,217466 
9269,247050 
9269,244825 
9269,199570 
9269,32040 
9275,9268 
9275,46799 
9275,203930 
9275,89975 
9275,248562 
9275,243296 
9275,91380 
9275,190849 
9275,9279 
9279,9250 
9279,9255 
9279,9275 
9279,57723 
9279,230598 
9279,168639 
9279,10110 
9279,10109 
9279,248562 
9279,244824 
9279,103283 
9279,9249 
9279,168640 
9279,241400 
9279,241398 
9279,109921 
9279,41056 
9279,202626 
9279,57586 
9279,247049 
9280,230598 
9280,46799 
9280,95343 
9280,244824 
9280,57724 
9280,52410 
9280,27605 
9280,9247 
9280,259546 
9280,217466 
9280,228774 
9280,9697 
9280,9255 
9280,147320 
9280,161731 
9280,187669 
9283,9266 
9283,57723 
9283,230598 
9283,10110 
9283,10109 
9283,202144 
9283,244824 
9283,217463 
9283,103283 
9283,9249 
9283,9250 
9283,241400 
9283,9247 
9283,217466 
9283,9255 
9283,241395 
9283,10112 
9283,9264 
9499,177701 
9499,53144 
9499,8583 
9499,41202 
9499,237925 
9499,137199 
9499,104584 
9499,10862 
9536,103899 
9536,10109 
9536,4801 
9536,13839 
9536,202146 
9536,168640 
9536,202143 
9536,86527 
9536,164623 
9583,226506 
9583,136493 
9583,4801 
9583,169057 
9583,50067 
9583,125352 
9600,9583 
9600,119392 
9697,9280 
9697,168639 
9697,27605 
9697,54527 
9697,177303 
9697,54523 
9697,54529 
9697,10112 
9697,54522 
9700,122652 
9700,74620 
9942,29406 
9942,32924 
9942,166 
9942,87592 
9942,209442 
9942,87597 
9942,87594 
9942,113873 
9942,45355 
9942,45357 
9942,1200 
9942,29407 
9942,251596 
9997,91080 
9997,13839 
9997,116728 
9997,228774 
9997,208751 
9997,93786 
9997,250647 
9997,248573 
9997,203940 
9997,186368 
9997,99582 
10009,9262 
10009,230598 
10009,168639 
10009,202144 
10009,146 
10009,199567 
10009,202145 
10009,215490 
10009,57724 
10009,241398 
10009,91380 
10009,84866 
10009,52688 
10009,9697 
10009,38553 
10009,41685 
10009,152528 
10009,53118 
10088,19856 
10088,113877 
10088,251595 
10109,9268 
10109,9269 
10109,57723 
10109,54487 
10109,241398 
10109,103819 
10109,248573 
10109,156121 
10109,103821 
10109,32040 
10110,9255 
10110,9279 
10110,9283 
10110,64260 
10110,57723 
10110,230598 
10110,211632 
10110,95343 
10110,202144 
10110,215490 
10110,57724 
10110,52410 
10110,103283 
10110,202146 
10110,27605 
10110,241400 
10110,241398 
10110,109921 
10110,46801 
10110,189083 
10110,9997 
10110,250569 
10110,215581 
10110,250647 
10110,9697 
10110,177303 
10110,67528 
10110,91378 
10110,94277 
10110,184705 
10110,57586 
10110,156123 
10112,9283 
10112,9697 
10112,230598 
10112,46799 
10112,249009 
10112,103899 
10112,203930 
10112,217463 
10112,9268 
10112,241398 
10112,56394 
10112,9255 
10112,99582 
10112,152528 
10190,68725 
10190,183493 
10190,237258 
10198,7059 
10198,148012 
10198,249985 
10198,30604 
10198,101778 
10198,16579 
10198,49108 
10198,196376 
10198,107493 
10198,123868 
10198,244874 
10198,71311 
10330,30604 
10330,251891 
10330,34381 
10330,192015 
10330,76430 
10330,19517 
10330,29784 
10330,255439 
10330,86822 
10330,29692 
10377,8580 
10377,169207 
10377,160220 
10377,86795 
10377,239144 
10377,43762 
10377,239480 
10377,122349 
10377,256113 
10377,58498 
10377,74665 
10377,66226 
10377,191739 
10377,162594 
10377,83696 
10377,123791 
10377,25284 
10377,245586 
10377,55717 
10377,255301 
10377,233056 
10528,95185 
10528,12701 
10528,117494 
10528,70756 
10528,103283 
10528,93367 
10530,117494 
10530,15782 
10530,10528 
10530,72043 
10530,93367 
10538,251890 
10538,122206 
10538,101759 
10538,22099 
10542,191842 
10542,191837 
10542,205777 
10542,191958 
10542,16655 
10542,245251 
10542,205776 
10542,12505 
10542,191852 
10542,191854 
10542,191839 
10542,191866 
10542,61571 
10542,47169 
10542,191864 
10542,61572 
10542,86648 
10542,191906 
10542,191955 
10542,191995 
10542,191861 
10542,190539 
10562,191842 
10562,191837 
10562,25054 
10562,16649 
10562,16655 
10562,191865 
10562,191847 
10562,191918 
10562,191851 
10562,19877 
10562,122336 
10562,73915 
10562,191988 
10562,73918 
10562,191863 
10562,191899 
10562,73917 
10562,23868 
10562,33801 
10623,36497 
10623,228840 
10623,246320 
10623,48727 
10623,20866 
10623,101024 
10623,152570 
10623,94742 
10623,82960 
10623,143260 
10623,105726 
10623,160557 
10623,154695 
10623,10693 
10623,125890 
10625,2130 
10625,95181 
10625,95179 
10625,53144 
10625,79025 
10625,20866 
10625,72823 
10625,10623 
10625,150456 
10625,10759 
10693,6604 
10693,10623 
10693,36497 
10693,127588 
10693,20866 
10693,79027 
10693,152570 
10693,105726 
10693,6698 
10693,125890 
10759,10625 
10759,36497 
10759,228840 
10759,127588 
10759,104583 
10759,53144 
10759,95177 
10759,79025 
10759,20866 
10759,72823 
10759,193676 
10759,224472 
10759,150456 
10862,2141 
10862,177701 
10862,31088 
10862,41202 
10862,95195 
10862,137199 
10862,124966 
10862,6567 
10862,177813 
10917,36497 
10917,228840 
10917,55120 
10917,31088 
10917,8583 
10917,20866 
10917,39928 
10917,32831 
10917,10623 
10917,48982 
10917,17266 
10917,97618 
10917,237872 
10917,183142 
11131,6566 
11131,6700 
11131,31088 
11131,95194 
11131,32830 
11131,85517 
11131,41523 
11310,4254 
11310,4256 
11310,169666 
11310,196389 
11311,226506 
11311,29406 
11311,183495 
11312,251899 
11312,251890 
11312,11928 
11312,10377 
11312,37628 
11312,214355 
11312,146971 
11312,108199 
11312,130894 
11312,167401 
11312,124527 
11312,61153 
11312,108206 
11312,124524 
11312,160445 
11312,11367 
11312,180713 
11315,10377 
11315,146315 
11315,124558 
11318,61684 
11318,50893 
11318,90264 
11349,191587 
11349,16563 
11349,260340 
11349,29419 
11349,181614 
11364,160266 
11364,72430 
11367,251899 
11367,76429 
11367,1568 
11367,99045 
11367,163488 
11367,124524 
11549,8583 
11549,3168 
11549,70233 
11549,62737 
11549,41527 
11549,121900 
11570,127588 
11570,55120 
11570,8583 
11570,63516 
11570,62740 
11570,63517 
11570,6604 
11570,179191 
11570,108987 
11570,11549 
11595,35318 
11595,37654 
11595,37632 
11595,30650 
11595,30211 
11599,37628 
11599,35318 
11599,108198 
11599,97752 
11599,35350 
11599,63152 
11599,56186 
11599,180713 
11605,37628 
11605,76429 
11605,101759 
11605,11312 
11605,35318 
11605,240699 
11605,139502 
11605,218365 
11605,35315 
11605,79946 
11605,241012 
11605,239319 
11605,99045 
11605,81094 
11605,37632 
11605,158701 
11605,43735 
11605,35474 
11605,109555 
11605,240700 
11605,124496 
11605,41432 
11605,55538 
11605,110282 
11608,76429 
11608,22099 
11608,35318 
11608,130894 
11608,79946 
11608,158701 
11608,22102 
11608,108198 
11608,63152 
11608,180713 
11626,139502 
11626,37654 
11626,1568 
11626,15026 
11626,255439 
11626,163488 
11626,180771 
11626,218120 
11626,245586 
