Source,Target,Type,Id,Label,timeset,Weight
321,17085,Directed,67751,,,1
321,28324,Directed,67752,,,1
321,9118,Directed,67753,,,1
321,37986,Directed,67754,,,1
321,53273,Directed,67755,,,1
321,44127,Directed,67756,,,1
321,66075,Directed,67757,,,1
321,72887,Directed,67758,,,1
321,89219,Directed,67759,,,1
321,66568,Directed,67760,,,1
321,49177,Directed,67761,,,1
321,98649,Directed,67762,,,1
321,75913,Directed,67763,,,1
321,1591,Directed,67764,,,1
321,69186,Directed,67765,,,1
321,70977,Directed,67766,,,1
321,75824,Directed,67767,,,1
321,26340,Directed,67768,,,1
321,23344,Directed,67769,,,1
321,6072,Directed,67770,,,1
321,44488,Directed,67771,,,1
321,89115,Directed,67772,,,1
321,60287,Directed,67773,,,1
378,11146,Directed,67774,,,1
378,64286,Directed,67775,,,1
378,91249,Directed,67776,,,1
378,18580,Directed,67777,,,1
378,79351,Directed,67778,,,1
378,87689,Directed,67779,,,1
378,35443,Directed,67780,,,1
378,52975,Directed,67781,,,1
378,97198,Directed,67782,,,1
378,30114,Directed,67783,,,1
378,14666,Directed,67784,,,1
378,2042,Directed,67785,,,1
378,103075,Directed,67786,,,1
378,97897,Directed,67787,,,1
378,48887,Directed,67788,,,1
378,28887,Directed,67789,,,1
378,69437,Directed,67790,,,1
378,28741,Directed,67791,,,1
378,8702,Directed,67792,,,1
378,87712,Directed,67793,,,1
378,63364,Directed,67794,,,1
378,76022,Directed,67795,,,1
378,101722,Directed,67796,,,1
378,107091,Directed,67797,,,1
378,45153,Directed,67798,,,1
378,41887,Directed,67799,,,1
378,98292,Directed,67800,,,1
378,73704,Directed,67801,,,1
378,69186,Directed,67802,,,1
378,38135,Directed,67803,,,1
378,61185,Directed,67804,,,1
378,72191,Directed,67805,,,1
378,78887,Directed,67806,,,1
378,29592,Directed,67807,,,1
378,78787,Directed,67808,,,1
378,94175,Directed,67809,,,1
378,65444,Directed,67810,,,1
378,45222,Directed,67811,,,1
378,95274,Directed,67812,,,1
378,23024,Directed,67813,,,1
378,102211,Directed,67814,,,1
395,78223,Directed,67815,,,1
395,47367,Directed,67816,,,1
395,46099,Directed,67817,,,1
395,71402,Directed,67818,,,1
395,7631,Directed,67819,,,1
395,58064,Directed,67820,,,1
395,7752,Directed,67821,,,1
395,97198,Directed,67822,,,1
395,58986,Directed,67823,,,1
395,67445,Directed,67824,,,1
395,100145,Directed,67825,,,1
395,91751,Directed,67826,,,1
395,76909,Directed,67827,,,1
395,31853,Directed,67828,,,1
395,68454,Directed,67829,,,1
395,38403,Directed,67830,,,1
395,40556,Directed,67831,,,1
395,44881,Directed,67832,,,1
395,8704,Directed,67833,,,1
429,52862,Directed,67834,,,1
429,28887,Directed,67835,,,1
429,5053,Directed,67836,,,1
429,61952,Directed,67837,,,1
429,53221,Directed,67838,,,1
429,97198,Directed,67839,,,1
429,90961,Directed,67840,,,1
429,57577,Directed,67841,,,1
429,29760,Directed,67842,,,1
429,54202,Directed,67843,,,1
429,91469,Directed,67844,,,1
429,40292,Directed,67845,,,1
429,102157,Directed,67846,,,1
429,74792,Directed,67847,,,1
429,41545,Directed,67848,,,1
429,61317,Directed,67849,,,1
429,9216,Directed,67850,,,1
429,66299,Directed,67851,,,1
429,15009,Directed,67852,,,1
429,76086,Directed,67853,,,1
429,101285,Directed,67854,,,1
429,108327,Directed,67855,,,1
429,34871,Directed,67856,,,1
429,52725,Directed,67857,,,1
429,103073,Directed,67858,,,1
429,63769,Directed,67859,,,1
429,92455,Directed,67860,,,1
429,70440,Directed,67861,,,1
429,23007,Directed,67862,,,1
429,35943,Directed,67863,,,1
429,53910,Directed,67864,,,1
429,90058,Directed,67865,,,1
429,64128,Directed,67866,,,1
429,77442,Directed,67867,,,1
429,69842,Directed,67868,,,1
429,6068,Directed,67869,,,1
429,10415,Directed,67870,,,1
429,210,Directed,67871,,,1
429,10303,Directed,67872,,,1
429,24940,Directed,67873,,,1
429,99746,Directed,67874,,,1
429,79531,Directed,67875,,,1
429,6650,Directed,67876,,,1
429,30682,Directed,67877,,,1
429,101685,Directed,67878,,,1
483,70977,Directed,67879,,,1
510,60301,Directed,67880,,,1
510,97198,Directed,67881,,,1
510,57577,Directed,67882,,,1
510,53910,Directed,67883,,,1
510,30214,Directed,67884,,,1
510,101285,Directed,67885,,,1
510,23007,Directed,67886,,,1
510,90058,Directed,67887,,,1
510,81222,Directed,67888,,,1
510,64865,Directed,67889,,,1
510,18401,Directed,67890,,,1
510,10415,Directed,67891,,,1
510,72850,Directed,67892,,,1
510,14666,Directed,67893,,,1
510,72861,Directed,67894,,,1
510,28887,Directed,67895,,,1
510,29760,Directed,67896,,,1
510,102643,Directed,67897,,,1
510,9744,Directed,67898,,,1
510,46929,Directed,67899,,,1
510,50909,Directed,67900,,,1
510,68454,Directed,67901,,,1
510,91751,Directed,67902,,,1
510,108327,Directed,67903,,,1
510,63769,Directed,67904,,,1
510,107469,Directed,67905,,,1
510,52686,Directed,67906,,,1
510,19211,Directed,67907,,,1
510,51150,Directed,67908,,,1
510,15985,Directed,67909,,,1
510,70580,Directed,67910,,,1
510,11146,Directed,67911,,,1
510,11149,Directed,67912,,,1
510,30415,Directed,67913,,,1
510,21461,Directed,67914,,,1
510,48098,Directed,67915,,,1
510,82613,Directed,67916,,,1
510,9216,Directed,67917,,,1
510,55106,Directed,67918,,,1
510,34753,Directed,67919,,,1
510,82451,Directed,67920,,,1
510,96061,Directed,67921,,,1
510,92455,Directed,67922,,,1
510,70440,Directed,67923,,,1
510,62533,Directed,67924,,,1
510,93218,Directed,67925,,,1
510,56672,Directed,67926,,,1
510,5402,Directed,67927,,,1
510,61952,Directed,67928,,,1
510,17346,Directed,67929,,,1
510,2235,Directed,67930,,,1
510,74480,Directed,67931,,,1
510,62361,Directed,67932,,,1
510,70852,Directed,67933,,,1
510,41545,Directed,67934,,,1
510,73686,Directed,67935,,,1
510,58390,Directed,67936,,,1
510,12699,Directed,67937,,,1
510,32215,Directed,67938,,,1
510,74277,Directed,67939,,,1
510,35943,Directed,67940,,,1
510,101685,Directed,67941,,,1
510,82040,Directed,67942,,,1
510,97375,Directed,67943,,,1
510,28821,Directed,67944,,,1
510,33297,Directed,67945,,,1
510,56508,Directed,67946,,,1
510,23024,Directed,67947,,,1
510,57788,Directed,67948,,,1
510,67742,Directed,67949,,,1
592,120,Directed,67950,,,1
592,31354,Directed,67951,,,1
592,73353,Directed,67952,,,1
592,77088,Directed,67953,,,1
592,87074,Directed,67954,,,1
592,29718,Directed,67955,,,1
592,16758,Directed,67956,,,1
592,65372,Directed,67957,,,1
592,17197,Directed,67958,,,1
592,5461,Directed,67959,,,1
592,109472,Directed,67960,,,1
592,106510,Directed,67961,,,1
592,87758,Directed,67962,,,1
592,69220,Directed,67963,,,1
592,75824,Directed,67964,,,1
592,60887,Directed,67965,,,1
592,22268,Directed,67966,,,1
592,55926,Directed,67967,,,1
592,39629,Directed,67968,,,1
592,40697,Directed,67969,,,1
592,1841,Directed,67970,,,1
592,56972,Directed,67971,,,1
592,92078,Directed,67972,,,1
592,32168,Directed,67973,,,1
592,14087,Directed,67974,,,1
592,100638,Directed,67975,,,1
592,23300,Directed,67976,,,1
592,81003,Directed,67977,,,1
604,44476,Directed,67978,,,1
604,69186,Directed,67979,,,1
604,58342,Directed,67980,,,1
604,29625,Directed,67981,,,1
604,11599,Directed,67982,,,1
643,42079,Directed,67983,,,1
643,24129,Directed,67984,,,1
643,99666,Directed,67985,,,1
643,68331,Directed,67986,,,1
643,28058,Directed,67987,,,1
643,38731,Directed,67988,,,1
643,18590,Directed,67989,,,1
643,69437,Directed,67990,,,1
643,71818,Directed,67991,,,1
643,72949,Directed,67992,,,1
643,94731,Directed,67993,,,1
643,103433,Directed,67994,,,1
643,76794,Directed,67995,,,1
643,69186,Directed,67996,,,1
643,48887,Directed,67997,,,1
643,69516,Directed,67998,,,1
643,95274,Directed,67999,,,1
643,97186,Directed,68000,,,1
666,15759,Directed,68001,,,1
666,69708,Directed,68002,,,1
666,16121,Directed,68003,,,1
666,43723,Directed,68004,,,1
666,36691,Directed,68005,,,1
666,4488,Directed,68006,,,1
666,99551,Directed,68007,,,1
666,71366,Directed,68008,,,1
666,74952,Directed,68009,,,1
666,78084,Directed,68010,,,1
666,66627,Directed,68011,,,1
666,75824,Directed,68012,,,1
702,75577,Directed,68013,,,1
702,69186,Directed,68014,,,1
702,73353,Directed,68015,,,1
702,8702,Directed,68016,,,1
702,72191,Directed,68017,,,1
702,22844,Directed,68018,,,1
702,102978,Directed,68019,,,1
702,96069,Directed,68020,,,1
702,4572,Directed,68021,,,1
702,59776,Directed,68022,,,1
702,97623,Directed,68023,,,1
702,61992,Directed,68024,,,1
702,49734,Directed,68025,,,1
759,77088,Directed,68026,,,1
759,8336,Directed,68027,,,1
759,73570,Directed,68028,,,1
759,69186,Directed,68029,,,1
759,62815,Directed,68030,,,1
759,81003,Directed,68031,,,1
765,78,Directed,68032,,,1
765,820,Directed,68033,,,1
765,41712,Directed,68034,,,1
765,23137,Directed,68035,,,1
765,106791,Directed,68036,,,1
765,85575,Directed,68037,,,1
765,30073,Directed,68038,,,1
765,2042,Directed,68039,,,1
765,103075,Directed,68040,,,1
765,48949,Directed,68041,,,1
765,82886,Directed,68042,,,1
765,8336,Directed,68043,,,1
765,64720,Directed,68044,,,1
765,105378,Directed,68045,,,1
765,72659,Directed,68046,,,1
765,8260,Directed,68047,,,1
765,73800,Directed,68048,,,1
765,31437,Directed,68049,,,1
765,50098,Directed,68050,,,1
765,43014,Directed,68051,,,1
765,14770,Directed,68052,,,1
765,103964,Directed,68053,,,1
765,104676,Directed,68054,,,1
811,34473,Directed,68055,,,1
811,74727,Directed,68056,,,1
811,48197,Directed,68057,,,1
811,198,Directed,68058,,,1
811,41127,Directed,68059,,,1
811,29833,Directed,68060,,,1
811,1331,Directed,68061,,,1
811,37186,Directed,68062,,,1
811,69437,Directed,68063,,,1
811,29625,Directed,68064,,,1
811,44351,Directed,68065,,,1
811,40777,Directed,68066,,,1
811,69186,Directed,68067,,,1
811,17422,Directed,68068,,,1
811,48626,Directed,68069,,,1
811,48887,Directed,68070,,,1
811,88816,Directed,68071,,,1
811,95274,Directed,68072,,,1
811,16528,Directed,68073,,,1
820,63394,Directed,68074,,,1
820,29061,Directed,68075,,,1
820,65242,Directed,68076,,,1
820,87903,Directed,68077,,,1
820,85575,Directed,68078,,,1
820,2042,Directed,68079,,,1
820,60875,Directed,68080,,,1
820,103075,Directed,68081,,,1
820,101436,Directed,68082,,,1
820,68093,Directed,68083,,,1
820,43764,Directed,68084,,,1
820,49535,Directed,68085,,,1
820,104651,Directed,68086,,,1
820,21881,Directed,68087,,,1
820,103433,Directed,68088,,,1
820,75824,Directed,68089,,,1
820,73704,Directed,68090,,,1
820,54453,Directed,68091,,,1
820,45222,Directed,68092,,,1
820,98768,Directed,68093,,,1
820,23577,Directed,68094,,,1
820,87943,Directed,68095,,,1
921,69186,Directed,68096,,,1
921,23843,Directed,68097,,,1
921,53097,Directed,68098,,,1
921,101736,Directed,68099,,,1
921,100638,Directed,68100,,,1
921,30609,Directed,68101,,,1
921,2611,Directed,68102,,,1
921,91254,Directed,68103,,,1
921,93893,Directed,68104,,,1
921,90101,Directed,68105,,,1
921,14708,Directed,68106,,,1
936,48635,Directed,68107,,,1
936,6783,Directed,68108,,,1
936,45427,Directed,68109,,,1
936,66491,Directed,68110,,,1
936,64646,Directed,68111,,,1
936,26589,Directed,68112,,,1
936,65696,Directed,68113,,,1
936,10731,Directed,68114,,,1
936,28386,Directed,68115,,,1
1058,69437,Directed,68116,,,1
1058,34473,Directed,68117,,,1
1058,60004,Directed,68118,,,1
1058,86185,Directed,68119,,,1
1058,36858,Directed,68120,,,1
1058,102978,Directed,68121,,,1
1058,71157,Directed,68122,,,1
1058,99563,Directed,68123,,,1
1058,89677,Directed,68124,,,1
1058,105832,Directed,68125,,,1
1153,68327,Directed,68126,,,1
1153,31107,Directed,68127,,,1
1153,43955,Directed,68128,,,1
1153,89974,Directed,68129,,,1
1153,77632,Directed,68130,,,1
1153,81917,Directed,68131,,,1
1153,16391,Directed,68132,,,1
1153,77420,Directed,68133,,,1
1153,100168,Directed,68134,,,1
1153,56339,Directed,68135,,,1
1153,63350,Directed,68136,,,1
1153,80626,Directed,68137,,,1
1153,103433,Directed,68138,,,1
1154,73704,Directed,68139,,,1
1154,103075,Directed,68140,,,1
1154,57089,Directed,68141,,,1
1154,2302,Directed,68142,,,1
1154,20002,Directed,68143,,,1
1154,85633,Directed,68144,,,1
1154,87903,Directed,68145,,,1
1196,53537,Directed,68146,,,1
1196,2764,Directed,68147,,,1
1196,6265,Directed,68148,,,1
1196,89655,Directed,68149,,,1
1196,51788,Directed,68150,,,1
1196,5596,Directed,68151,,,1
1196,50648,Directed,68152,,,1
1196,16875,Directed,68153,,,1
1220,59746,Directed,68154,,,1
1220,55945,Directed,68155,,,1
1220,79351,Directed,68156,,,1
1230,71818,Directed,68157,,,1
1230,75577,Directed,68158,,,1
1230,51779,Directed,68159,,,1
1230,38731,Directed,68160,,,1
1230,17458,Directed,68161,,,1
1230,3615,Directed,68162,,,1
1230,71705,Directed,68163,,,1
1230,49905,Directed,68164,,,1
1230,69437,Directed,68165,,,1
1230,88628,Directed,68166,,,1
1230,8702,Directed,68167,,,1
1230,60051,Directed,68168,,,1
1230,70977,Directed,68169,,,1
1230,62907,Directed,68170,,,1
1230,89115,Directed,68171,,,1
1230,106419,Directed,68172,,,1
1230,1591,Directed,68173,,,1
1230,13420,Directed,68174,,,1
1230,42439,Directed,68175,,,1
1230,96281,Directed,68176,,,1
1230,75824,Directed,68177,,,1
1230,69186,Directed,68178,,,1
1230,89400,Directed,68179,,,1
1230,69516,Directed,68180,,,1
1285,32879,Directed,68181,,,1
1285,82926,Directed,68182,,,1
1285,69095,Directed,68183,,,1
1285,65601,Directed,68184,,,1
1285,87848,Directed,68185,,,1
1285,69437,Directed,68186,,,1
1285,8702,Directed,68187,,,1
1285,18879,Directed,68188,,,1
1285,16773,Directed,68189,,,1
1285,56979,Directed,68190,,,1
1285,85320,Directed,68191,,,1
1285,69886,Directed,68192,,,1
1285,45001,Directed,68193,,,1
1285,71351,Directed,68194,,,1
1285,38150,Directed,68195,,,1
1285,34473,Directed,68196,,,1
1285,100236,Directed,68197,,,1
1285,65242,Directed,68198,,,1
1285,51779,Directed,68199,,,1
1285,38731,Directed,68200,,,1
1285,14692,Directed,68201,,,1
1285,71705,Directed,68202,,,1
1285,89659,Directed,68203,,,1
1285,18306,Directed,68204,,,1
1285,72232,Directed,68205,,,1
1285,38377,Directed,68206,,,1
1285,70977,Directed,68207,,,1
1285,62907,Directed,68208,,,1
1285,75913,Directed,68209,,,1
1285,51139,Directed,68210,,,1
1285,102231,Directed,68211,,,1
1285,50046,Directed,68212,,,1
1285,82672,Directed,68213,,,1
1285,69516,Directed,68214,,,1
1285,103433,Directed,68215,,,1
1285,59964,Directed,68216,,,1
1285,87310,Directed,68217,,,1
1285,29097,Directed,68218,,,1
1285,98649,Directed,68219,,,1
1285,3615,Directed,68220,,,1
1285,16651,Directed,68221,,,1
1285,78084,Directed,68222,,,1
1285,57483,Directed,68223,,,1
1285,1591,Directed,68224,,,1
1285,4064,Directed,68225,,,1
1285,44890,Directed,68226,,,1
1285,71668,Directed,68227,,,1
1285,82431,Directed,68228,,,1
1285,18372,Directed,68229,,,1
1285,31354,Directed,68230,,,1
1285,31107,Directed,68231,,,1
1285,103815,Directed,68232,,,1
1285,100345,Directed,68233,,,1
1285,17573,Directed,68234,,,1
1285,75577,Directed,68235,,,1
1285,81792,Directed,68236,,,1
1285,66187,Directed,68237,,,1
1285,77695,Directed,68238,,,1
1285,37633,Directed,68239,,,1
1285,49905,Directed,68240,,,1
1285,38924,Directed,68241,,,1
1285,81370,Directed,68242,,,1
1285,101736,Directed,68243,,,1
1285,66616,Directed,68244,,,1
1285,89115,Directed,68245,,,1
1285,13420,Directed,68246,,,1
1285,75824,Directed,68247,,,1
1285,69186,Directed,68248,,,1
1285,70666,Directed,68249,,,1
1285,6072,Directed,68250,,,1
1285,48626,Directed,68251,,,1
1285,51693,Directed,68252,,,1
1285,60287,Directed,68253,,,1
1285,82704,Directed,68254,,,1
1297,26051,Directed,68255,,,1
1297,97198,Directed,68256,,,1
1297,20516,Directed,68257,,,1
1297,4567,Directed,68258,,,1
1297,36583,Directed,68259,,,1
1297,10415,Directed,68260,,,1
1297,72861,Directed,68261,,,1
1297,89005,Directed,68262,,,1
1297,24860,Directed,68263,,,1
1297,52686,Directed,68264,,,1
1297,79531,Directed,68265,,,1
1297,8704,Directed,68266,,,1
1297,82613,Directed,68267,,,1
1297,89259,Directed,68268,,,1
1297,78948,Directed,68269,,,1
1297,16486,Directed,68270,,,1
1297,61932,Directed,68271,,,1
1297,62533,Directed,68272,,,1
1297,60012,Directed,68273,,,1
1297,74504,Directed,68274,,,1
1297,92298,Directed,68275,,,1
1331,74727,Directed,68276,,,1
1331,80256,Directed,68277,,,1
1331,82660,Directed,68278,,,1
1331,36236,Directed,68279,,,1
1331,108700,Directed,68280,,,1
1331,5461,Directed,68281,,,1
1331,51179,Directed,68282,,,1
1331,13781,Directed,68283,,,1
1331,71269,Directed,68284,,,1
1331,38895,Directed,68285,,,1
1331,66896,Directed,68286,,,1
1331,100377,Directed,68287,,,1
1331,97965,Directed,68288,,,1
1331,10588,Directed,68289,,,1
1331,46270,Directed,68290,,,1
1331,24533,Directed,68291,,,1
1340,11146,Directed,68292,,,1
1340,37460,Directed,68293,,,1
1340,73874,Directed,68294,,,1
1340,61952,Directed,68295,,,1
1340,67374,Directed,68296,,,1
1340,17767,Directed,68297,,,1
1340,97198,Directed,68298,,,1
1340,72850,Directed,68299,,,1
1340,102157,Directed,68300,,,1
1340,53910,Directed,68301,,,1
1340,41545,Directed,68302,,,1
1340,46929,Directed,68303,,,1
1340,70024,Directed,68304,,,1
1340,58116,Directed,68305,,,1
1340,9867,Directed,68306,,,1
1340,66299,Directed,68307,,,1
1340,67217,Directed,68308,,,1
1340,74277,Directed,68309,,,1
1340,55648,Directed,68310,,,1
1340,32317,Directed,68311,,,1
1340,96061,Directed,68312,,,1
1340,42217,Directed,68313,,,1
1340,90058,Directed,68314,,,1
1340,79467,Directed,68315,,,1
1340,74941,Directed,68316,,,1
1340,5154,Directed,68317,,,1
1340,24860,Directed,68318,,,1
1340,10415,Directed,68319,,,1
1340,28821,Directed,68320,,,1
1340,60292,Directed,68321,,,1
1340,92298,Directed,68322,,,1
1340,69303,Directed,68323,,,1
1340,42023,Directed,68324,,,1
1388,65601,Directed,68325,,,1
1388,2789,Directed,68326,,,1
1388,53133,Directed,68327,,,1
1388,44870,Directed,68328,,,1
1390,47530,Directed,68329,,,1
1390,75109,Directed,68330,,,1
1390,12986,Directed,68331,,,1
1390,2042,Directed,68332,,,1
1390,92003,Directed,68333,,,1
1390,82893,Directed,68334,,,1
1390,12755,Directed,68335,,,1
1390,63364,Directed,68336,,,1
1390,50604,Directed,68337,,,1
1390,20178,Directed,68338,,,1
1390,67462,Directed,68339,,,1
1390,56975,Directed,68340,,,1
1390,35701,Directed,68341,,,1
1390,93084,Directed,68342,,,1
1390,48509,Directed,68343,,,1
1390,101461,Directed,68344,,,1
1390,2930,Directed,68345,,,1
1390,68981,Directed,68346,,,1
1390,57788,Directed,68347,,,1
1462,69186,Directed,68348,,,1
1462,36631,Directed,68349,,,1
1462,4488,Directed,68350,,,1
1463,63272,Directed,68351,,,1
1463,106436,Directed,68352,,,1
1463,75422,Directed,68353,,,1
1463,4707,Directed,68354,,,1
1463,82926,Directed,68355,,,1
1463,4928,Directed,68356,,,1
1463,87310,Directed,68357,,,1
1463,56950,Directed,68358,,,1
1463,12986,Directed,68359,,,1
1463,97198,Directed,68360,,,1
1463,97893,Directed,68361,,,1
1463,85575,Directed,68362,,,1
1463,44975,Directed,68363,,,1
1463,28058,Directed,68364,,,1
1463,32683,Directed,68365,,,1
1463,66332,Directed,68366,,,1
1463,6042,Directed,68367,,,1
1463,92556,Directed,68368,,,1
1463,91483,Directed,68369,,,1
1463,90153,Directed,68370,,,1
1463,47495,Directed,68371,,,1
1463,55106,Directed,68372,,,1
1463,9649,Directed,68373,,,1
1463,23203,Directed,68374,,,1
1463,69437,Directed,68375,,,1
1463,66465,Directed,68376,,,1
1463,10455,Directed,68377,,,1
1463,13593,Directed,68378,,,1
1463,47502,Directed,68379,,,1
1463,78633,Directed,68380,,,1
1463,15759,Directed,68381,,,1
1463,63364,Directed,68382,,,1
1463,94731,Directed,68383,,,1
1463,102978,Directed,68384,,,1
1463,56706,Directed,68385,,,1
1463,97578,Directed,68386,,,1
1463,103433,Directed,68387,,,1
1463,29784,Directed,68388,,,1
1463,84992,Directed,68389,,,1
1463,76794,Directed,68390,,,1
1463,92844,Directed,68391,,,1
1463,12886,Directed,68392,,,1
1463,49732,Directed,68393,,,1
1463,69186,Directed,68394,,,1
1463,27441,Directed,68395,,,1
1463,88863,Directed,68396,,,1
